Title,Vendor,Source_Project,License_Category,Item_No,Quantity,Metric,Type,Ready_for_Procurement,License_Server_Planned,Priority_Date,Priority_Reason,Changes_Since_Feb_2025,Changes_from_Local_List,Action,Responsible,Due_Date,Comment,Comment_2
Client 19c 64Bits,Oracle,ASTRA,freeware,85,1,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Oracle MySQL 8.x Router,Oracle,ASTRA,Open Source Software (OSS),86,1,,Open Source Software (OSS),,,,,,,,,,,
Oracle MySQL 8.x Workbench CE,Oracle,ASTRA,Open Source Software (OSS),87,1,,Open Source Software (OSS),,,,,,,,,,,
Hotfix Package for Oracle Client 19c 64Bits,Oracle,ASTRA,freeware,88,1,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Pilz PNOZmulti Configurator 10,Pilz,ASTRA,freeware,89,2,,freeware,,,,,,,,,,,
Plantronics HUB,Plantronics,ASTRA,freeware,90,207,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
PostgreSQL Global Development Group PostgreSQL 9.x,PostgreSQL Global Development Group,ASTRA,Open Source Software (OSS),91,1,,Open Source Software (OSS),,,,,,,,,,,
PostgreSQL 9.4,PostgreSQL Global Development Group,ASTRA,Open Source Software (OSS),92,1,,Open Source Software (OSS),,,,,,,,,,,
PuTTY,PuTTY/Simon Tatham,ASTRA,Open Source Software (OSS),93,9,,Open Source Software (OSS),,,,,,,,,,,
Power BI Helper,RADACAD,ASTRA,freeware,94,1,,freeware,,,,,,,,,,,
Realtek USB FE Family Controller,Realtek,ASTRA,freeware,95,371,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
OpenJDK 8 Redhat,Red Hat,ASTRA,Open Source Software (OSS),96,401,,Open Source Software (OSS),,,,,,,,,,,
OpenJDK JRE 11.0.9-3-redhat,Red Hat,ASTRA,Open Source Software (OSS),97,1,,Open Source Software (OSS),,,,,,,,,,,
OpenJDK 11 Red Hat,Red Hat,ASTRA,Open Source Software (OSS),98,1,,Open Source Software (OSS),,,,,,,,,,,
OpenJDK 17 RedHat,Red Hat,ASTRA,Open Source Software (OSS),99,1,,Open Source Software (OSS),,,,,,,,,,,
Riverbed Technology WinPcap 4.x,Riverbed Technology,ASTRA,Open Source Software (OSS),100,1,,Open Source Software (OSS),,,,,,,,,,,
SAP GUI 8.00 (32-bit),SAP,ASTRA,freeware,101,335,,freeware,,,,,,,,,,,
Engineering Client Viewer 10 for SAP GUI,SAP,ASTRA,freeware,102,242,,freeware,,,,,,,,,,,
SAP GUI 8.00 (64-bit),SAP,ASTRA,freeware,103,92,,freeware,,,,,,,,,,,
Business Explorer BW - for SAP GUI 8.00,SAP,ASTRA,freeware,104,31,,freeware,,,,,,,,,,,
Microsoft Power BI - SAP BW drivers,SAP,ASTRA,freeware,105,13,,freeware,,,,,,,,,,,
Freemind 1.0.1,SourceForge,ASTRA,Open Source Software (OSS),106,35,,Open Source Software (OSS),,,,,,,,,,,
SQLBI Bravo for Power BI,SQLBI,ASTRA,Open Source Software (OSS),107,1,,Open Source Software (OSS),,,,,,,,,,,
Tabular Editor,Tabular Editor,ASTRA,Open Source Software (OSS),108,2,,Open Source Software (OSS),,,,,,,,,,,
Testo ComSoft Basic 5.x,Testo,ASTRA,freeware,109,1,,freeware,,,,,,,,,,,
GIMP,The GIMP Team,ASTRA,Open Source Software (OSS),110,10,,Open Source Software (OSS),,,,,,,,,,,
MATLAB Runtime Compiler R2019b,The MathWorks,ASTRA,freeware,111,2,,freeware,,,,,,,,,,,
MATLAB Runtime R2020b,The MathWorks,ASTRA,freeware,112,3,,freeware,,,,,,,,,,,
MATLAB Runtime R2022b,The MathWorks,ASTRA,freeware,113,3,,freeware,,,,,,,,,,,
The R Foundation for Statistical Computing R (programming language) 3.x,The R Foundation for Statistical Computing,ASTRA,Open Source Software (OSS),114,5,,Open Source Software (OSS),,,,,,,,,,,
UltraVNC 1.x,UltraVNC,ASTRA,Open Source Software (OSS),115,4,,Open Source Software (OSS),,,,,,,,,,,
Vector Driver Setup,Vector Informatik,ASTRA,freeware,116,8,,freeware,,,,,,,,,,,
VideoLAN VLC Media Player 3.x,VideoLAN,ASTRA,freeware,117,4,,freeware,,,,,,,,,,,
VMware Tools,VMware,ASTRA,freeware,118,9,,freeware,,,,,,,,,,,
Wireshark for SAW,Wireshark Development Team,ASTRA,Open Source Software (OSS),119,,,Open Source Software (OSS),,,,,,,,,,,
Wireshark Analyzer Tool,Wireshark Foundation,ASTRA,Open Source Software (OSS),120,1,,Open Source Software (OSS),,,,,,,,,,,
Setup Utilities 1.x,Zebra Technologies,ASTRA,freeware,121,10,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
ZebraDesigner Essensials,Zebra Technologies,ASTRA,freeware,122,1,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Communication Credits,Microsoft,ASTRA,freeware,123,419,,freeware,,,,,,,,,,,
"SAP ""MaCS"" (PT3)",3E,FRAME,Paid License,1,,,,procurement in progress by workstream outside license management,,,,,,,,,,SOL_69430
Acrobat Prof,Adobe,FRAME,Subscription,n/a,125,User,Subscription,n/a,,,,,,,,,,
Acrobat Standard incl. FRL,Adobe,FRAME,Subscription,n/a,1044,User,Subscription,n/a,,,,,,,,,,
After Effects,Adobe,FRAME,Subscription,n/a,39,User,Subscription,n/a,,,,,,,,,,
Animate,Adobe,FRAME,Subscription,n/a,2,User,Subscription,n/a,,,,,,,,,,
Audition,Adobe,FRAME,Subscription,n/a,6,User,Subscription,n/a,,,,,,,,,,
Bridge,Adobe,FRAME,Subscription,n/a,33,User,Subscription,n/a,,,,,,,,,,
Character Animator,Adobe,FRAME,Subscription,n/a,2,User,Subscription,n/a,,,,,,,,,,
Creative Cloud (all apps) incl FRL,Adobe,FRAME,Subscription,n/a,no longer relevant,User,Subscription,n/a,,,,,,,,,,
Dreamweaver,Adobe,FRAME,Subscription,n/a,5,User,Subscription,n/a,,,,,,,,,,
Illustrator,Adobe,FRAME,Subscription,n/a,52,User,Subscription,n/a,,,,,,,,,,
Incopy,Adobe,FRAME,Subscription,n/a,2,User,Subscription,n/a,,,,,,,,,,
Indesign,Adobe,FRAME,Subscription,n/a,21,User,Subscription,n/a,,,,,,,,,,
Lightroom Classic,Adobe,FRAME,Subscription,n/a,3,User,Subscription,n/a,,,,,,,,,,
Media Encoder,Adobe,FRAME,Subscription,n/a,38,User,Subscription,n/a,,,,,,,,,,
Photoshop,Adobe,FRAME,Subscription,n/a,46,User,Subscription,n/a,,,,,,,,,,
Photoshop Elements,Adobe,FRAME,Subscription,n/a,3,User,Subscription,n/a,,,,,,,,,,
Premiere Elements,Adobe,FRAME,Subscription,n/a,11,User,Subscription,n/a,,,,,,,,,,
Premiere Pro,Adobe,FRAME,Subscription,n/a,13,User,Subscription,n/a,,,,,,,,,,
Technical Communication Suite,Adobe,FRAME,Subscription,2,1,User,Subscription,y,,,,,,,,,,
Acrobat XD,Adobe,FRAME,Subscription,n/a,3,User,Subscription,n/a,,,,,,,,,,
Acrobat Pro,Adobe,FRAME,Subscription,2,74,User,Subscription,y,,,,,,,,,,
Acrobat Std,Adobe,FRAME,Subscription,2,807,User,Subscription,y,,,,,,,,,,
Single App,Adobe,FRAME,Subscription,2,22,User,Subscription,y,,,,2025-05-14 00:00:00,,,,,14.05.2025 Quanity lowered from 24 to 22,
All Apps,Adobe,FRAME,Subscription,2,46,User,Subscription,y,,,,,,,,,,
AEB Carrier Connect,AEB,FRAME,Paid License,3,,,,procurement in progress by workstream outside license management,,,,,,,,,,SOL_27560
ConnectShip,AEB,FRAME,Paid License,3,,,,procurement in progress by workstream outside license management,,,,,,,,,,SOL_55189
GTS - Global Trade Services  (P94) 11.0,AEB,FRAME,Paid License,3,,,,procurement in progress by workstream outside license management,,,,,,,,,,SOL_52878
ShipExec,AEB,FRAME,Paid License,3,,,,procurement in progress by workstream outside license management,,,,,,,,,,SOL_65111
Helios,AEB,FRAME,Paid License,3,,,,procurement in progress by workstream outside license management,,,,,,,,,,SOL_71156
TANGO,AEB,FRAME,Paid License,3,,,,procurement in progress by workstream outside license management,,,,,,,,,,SOL_64815
Traco,AEB,FRAME,Paid License,3,,,,procurement in progress by workstream outside license management,,,,,,,,,,SOL_47196
CarrierConnect,AEB,FRAME,Paid License,3,,,,procurement in progress by workstream outside license management,,,,,,,,,,SOL_18084
Aleph,Aleph,FRAME,Paid License,n/a,1 (user name licenses),,,n/a,,,,2025-04-30 00:00:00,x,,,,not requered,See Email from Dietmar Walter / 30.04.25
Designer 2023 Desktop,Alteryx,FRAME,Subcription,5,6,User,Subcription,n,,,,,,,,,"30.04: Still in clarification, most likely to be discontinued",Upade 30.04.25: see Email from Andreas Baur to Karl-Heinz Jansen (BT/BDO-DO-ST) - no feedback from Karl-Heinz Jansen
Server,Alteryx,FRAME,Subcription,5,1,Server,Subcription,n,,,,,,,,,"30.04: Still in clarification, most likely to be discontinued",Upade 30.04.25: see Email from Andreas Baur to Karl-Heinz Jansen (BT/BDO-DO-ST) - no feedback from Karl-Heinz Jansen
Viewer,Altium,FRAME,Subscription,6,2,User,Subscription,y,WS04a | Altium Infrastructrue Server (AIS),22.06.2025,Set Up Licence Server,,,,,,,
Designer Enterprise,Altium,FRAME,Subscription,6,8,User,Subscription,y,WS04a | Altium Infrastructrue Server (AIS),22.06.2025,Set Up Licence Server,2025-05-14 00:00:00,,,,,"29.04.2025 Enterprise Edition, 14.05.2025 Quantity adjusted",
AWS,Amazon,FRAME,Paid License,7,,Pay as you go,,y,,,,,,,,,Setup contract direct or via Cloud Service Provider,
Python Enterprise,Anaconda,FRAME,Subscription,8,275,User,Subscription,y,"Update. 29.04. Kein Lizenzserver nötig, User beziehen die Lizenz über ihren Client und greifen auf Cloud Anaconda Service zu.",,,x,x,,,,Quantity adjusted,
ANSYS Workbench Mechanics 19.1,Ansys,FRAME,tbd,9,2,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
ANSYS Electronics Enterprise Prep/Post,Ansys,FRAME,tbd,9,7,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
ANSYS Electronics Premium HFSS,Ansys,FRAME,tbd,9,6,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
ANSYS Electronics Premium Icepak,Ansys,FRAME,tbd,9,2,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
ANSYS Electronics Enterprise,Ansys,FRAME,tbd,9,7,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
HPC Pack #3 (up to 132 cores->new 64 cores),Ansys,FRAME,tbd,9,64,cores,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,2025-05-14 00:00:00,,,,,Quantity and metric adjusted,
ANSYS Discovery Modeling,Ansys,FRAME,tbd,9,4,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
ANSYS Geometry Interface for SolidWorks,Ansys,FRAME,tbd,9,1,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
ANSYS LS-DYNA,Ansys,FRAME,tbd,9,1,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
ANSYS Mechanical Enterprise PrepPost,Ansys,FRAME,tbd,9,3,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
ANSYS LS-DYNA HPC,Ansys,FRAME,tbd,9,1,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
ANSYS Mechanical Enterprise Solver,Ansys,FRAME,tbd,9,2,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
Simplurer,Ansys,FRAME,tbd,9,1,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
SPEOS,Ansys,FRAME,tbd,9,3,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
SPEOS OST,Ansys,FRAME,tbd,9,1,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
Design Modeler,Ansys,FRAME,tbd,9,1,User,tbd,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,decide on licenses model,
Ansys Zemax OpticStudio Premium,Ansys,FRAME,tbd,9,3,User,tbd,y,WS04a | FlexLM,2025-06-22 00:00:00,Set Up Licence Server,,,,,,decide on licenses model,
IQ-RM Pro,Apis,FRAME,Perpetual,n/a,195,User,Perpetual,n/a,,,,2025-05-16 00:00:00,,,,,Not requered anymore,"Update 16.05: According to the alignment between Apis and Ronny Jakubasch (BT/QM-ST), no sourcing activities are required, and the license will no longer be needed after the end of 2025"
IQ-CT Analysis,Apis,FRAME,Perpetual,n/a,195,User,Perpetual,n/a,,,,2025-05-16 00:00:00,,,,,Not requered anymore,"Update 16.05: According to the alignment between Apis and Ronny Jakubasch (BT/QM-ST), no sourcing activities are required, and the license will no longer be needed after the end of 2025"
Confluence (on Prem),Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-06-22 00:00:00,Go-Live of this product is 05.05.; tbd if this is provided by Bosch; analog to Bitbucket,,,,,,,
Jira (on Prem),Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-06-22 00:00:00,Go-Live of this product is 05.05.; tbd if this is provided by Bosch; analog to Bitbucket,,,,,,,
SourceTree,Atlassian,FRAME,tbd,11,2000 (Freeware),User,tbd,Y (freeware),,05.05.025 (Freeware),,x,,,,,Freeware -> but must be procured,"Added application, free Addon"
Bitbucket Data Center,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-06-22 00:00:00,Need to switch licenses before cut-off,x,,,,,,Data Center edition
Bitbucket (Source Code 03),Atlassian,FRAME,Subscription,n/a,1,User,Subscription,n/a,,-,,x,,,,,,Consulidated data center edition
"Announcer for Bitbucket (incl. PegDown, incl. jSoup) V 4.6.2",Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-live of Bitbucket needs licenses,,,,,,,
Bitbucket PlantUML Plug-in V 1.4.0,Atlassian,FRAME,Subscription,n/a,2000,User,Subscription,n/a,,,,24/04/2025,,,,,will be terminated. Alternative: There is a plugin for Confluence to display code from Bitbucket and it can also render PlantUML diagrams there. https://support.atlassian.com/bitbucket-data-center/kb/display-plantuml-diagrams-in-bitbucket-server-dc-ui-using-markdown/,
Bitbucket Server - Auto-unapprove Pull Requests V 5.0.0,Atlassian,FRAME,Subscription,11,2000 (Freeware),User,Subscription,Y (freeware),,05.05.025 (Freeware),Go-live of Bitbucket needs licenses (free),2025-04-15 00:00:00,,,,,Freeware -> but must be procured,
Categories for Bitbucket V 1.6.2,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-live of Bitbucket needs licenses,,,,,,,
Code Owners for Bitbucket V 6.6.0,Atlassian,FRAME,Subscription,n/a,2000,User,Subscription,n/a,,-,,15.04.2025,,,,,Data Center,no longer required
Commit Graph for Bitbucket Data Center V 2024.03.31,Atlassian,FRAME,Subscription,11,2000 (Freeware),User,Subscription,Y (freeware),,05.05.025 (Freeware),Go-live of Bitbucket needs licenses (free),x,,,,,Freeware -> but must be procured,"Added application, free Addon"
Control Freak - Commit Checks and Jira Hooks for Bitbucket V 2024.12.08,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-live of Bitbucket needs licenses,,,,,,Data Center,
Include Code Quality for Bitbucket V 7.0.2,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-live of Bitbucket needs licenses,,,,,,,
Repository Templates for Bitbucket Server V 4.2.1,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-live of Bitbucket needs licenses,,,,,,,
SAML Single Sign On for Bitbucket V 6.11.2,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-live of Bitbucket needs licenses,,,,,,,
Snippets for Bitbucket Server V 3.2.1.8,Atlassian,FRAME,Subscription,n/a,2000,User,Subscription,n/a,,-,,15.04.2025,,,,,,no longer required
Yet Another Commit Checker V 1.26.0,Atlassian,FRAME,Subscription,n/a,2000,User,Subscription,n/a,,2025-05-05 00:00:00,Go-live of Bitbucket needs licenses,,,,,,Data Center,no longer required
ScriptRunner for Jira (Data Center) 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/6820/scriptrunner-for-jira?hosting=datacenter&tab=pricing,Added application
Clone Plus for Jira (Data Center) 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/44043/clone-plus-for-jira?hosting=datacenter&tab=pricing,Added application
Xray Test Management for Jira (Data Center) 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1211769/xray-test-management-for-jira?hosting=datacenter&tab=pricing,Added application
Jira Misc Workflow Extensions (JMWE) (Data Center) 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/292/jira-misc-workflow-extensions-jmwe?hosting=datacenter&tab=pricing,Added application
JSU Automation Suite for Jira Workflows (Data Center) 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/5048/jsu-automation-suite-for-jira-workflows?hosting=datacenter&tab=pricing,Added application
Risk Register (Data Center) 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1213146/risk-register?hosting=datacenter&tab=overview,"Added application, link to specific product to be identified"
WBS Gantt - Chart- Enterprise Project Management for Jira (Data Center) 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1211768/wbs-gantt-chart-for-jira-enterprise-project-management?hosting=datacenter&tab=pricing,Added application
Easy Agile TeamRhythm - User Story Map & Retrospectives (Data Center) 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1212078/easy-agile-teamrhythm-user-story-map-retrospectives?hosting=datacenter&tab=pricing,Added application
easeRequirements - Requirements Management for Jira (R4J),Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1213064/easerequirements-requirements-management-for-jira-r4j?hosting=datacenter&tab=pricing,Added application
Bulk Clone Professional for Jira (Data Center) 2000 Users 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1213028/bulk-clone-professional-for-jira?hosting=datacenter&tab=pricing,Added application
Last Log for Jira (Data Center) 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1211604/last-log-for-jira?hosting=datacenter&tab=pricing,Added application
Jeditor - Rich Text Editor for Jira (Data Center) 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1210768/jeditor-rich-text-editor-for-jira?hosting=datacenter&tab=pricing,Added application
Configuration Manager for Jira (Data Center) 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1211611/configuration-manager-for-jira-cmj?hosting=datacenter&tab=overview,"Added application, link to specific product to be identified"
Multiple Subtasks for Jira (Data Center) 2000 Users,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1229293/multiple-subtasks-for-jira?hosting=datacenter&tab=overview,"Added application, link to specific product to be identified"
Comala Publishing,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/143/comala-publishing?hosting=datacenter&tab=pricing,Added application
Content Formatting Macros for Confluence,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/247/content-formatting-macros-for-confluence?hosting=cloud&tab=overview,"Added application, link to specific product to be identified"
draw.io Diagrams & Whiteboards,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1210933/draw-io-diagrams-whiteboards?hosting=cloud&tab=overview,"Added application, link to specific product to be identified"
Excel for Confluence,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/216/excel-for-confluence?hosting=datacenter&tab=overview,"Added application, link to specific product to be identified"
LaTeX Math,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1216800/latex-math-for-confluence-with-math-editor-texlive-chatgpt?hosting=cloud&tab=overview,"Added application, link to specific product to be identified"
Linking for Confluence,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/166/linking-for-confluence?hosting=datacenter&tab=pricing,Added application
MultiExcerpt,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/169/multiexcerpt?hosting=datacenter&tab=pricing,Added application
Numbered Headings,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/16063/numbered-headings?hosting=cloud&tab=overview,"Added application, link to specific product to be identified"
PlantUML Diagrams for Confluence,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/41025/plantuml-for-confluence?hosting=datacenter&tab=overview,"Added application, link to specific product to be identified"
Scroll HTML Exporter for Confluence,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/420604/scroll-html-exporter-for-confluence?hosting=cloud&tab=overview,"Added application, link to specific product to be identified"
Scroll ImageMap for Confluence,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/253/scroll-imagemap-for-confluence?hosting=datacenter&tab=pricing,Added application
Scroll PDF Exporter for Confluence,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/7019/scroll-pdf-exporter-for-confluence?hosting=datacenter&tab=pricing,Added application
Scroll Versions for Confluence,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1210818/scroll-versions-for-confluence?hosting=datacenter&tab=pricing,Added application
Scroll Viewport for Confluence,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1211636/scroll-viewport-for-confluence?hosting=datacenter&tab=pricing,Added application
"Table Filter, Charts & Spreadsheets for Confluence",Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/27447/table-filter-charts-spreadsheets-for-confluence?hosting=datacenter&tab=pricing,Added application
Webhook to Jenkins for Bitbucket Server V 6.4.5,Atlassian,FRAME,Subscription,11,2000,User,Subscription,Y,,2025-05-05 00:00:00,Go-live of Bitbucket needs licenses,x,,,,,,Added application
Scroll Translations for Confluence,Atlassian,FRAME,Subscription,11,2000,User,Subscription,y,,2025-05-05 00:00:00,Go-Live of this product is 05.05.; to be procued by Triton,x,,,,,https://marketplace.atlassian.com/apps/1211616/scroll-translations-for-confluence?hosting=datacenter&tab=pricing,Added application
Inventor Pro,Autodesk,FRAME,Subscription,12,3,User,Subscription,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,,
AutoCAD (userbased),Autodesk,FRAME,Subscription,12,66,User,Subscription,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,,
AutoCAD Architecture (userbased),Autodesk,FRAME,Subscription,12,6,User,Subscription,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,,
AutoCAD Electrical (SCCM),Autodesk,FRAME,Subscription,n/a,no longer relevant,User,Subscription,n/a,,,,,,,,,,
AutoCAD Mechanical (userbased),Autodesk,FRAME,Subscription,12,,User,Subscription,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,2025-05-14 00:00:00,,,,,"14.05.2025: Quantity adjusted, product part of Autodesk Autocad",
Autodesk 3ds Max (userbased),Autodesk,FRAME,Subscription,12,2,User,Subscription,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,,
Autodesk Revit (userbased),Autodesk,FRAME,Subscription,12,7,User,Subscription,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,,
Navisworks,Autodesk,FRAME,Subscription,12,1,User,Subscription,y,WS04a | FlexLM,22.06.2025,Set Up Licence Server,,,,,,,
CAR Tool: nService Software Subscription,Avensoft,FRAME,Paid License,13,1,,,procurement in progress by workstream outside license management,,,,2025-04-09 00:00:00,x,,,,,
TSIM,Axway,FRAME,Paid License,14,,,,procurement in progress by workstream outside license management,,,,,,,,,,SOL_18652
EDI Manager,Axway,FRAME,Paid License,14,,,,procurement in progress by workstream outside license management,,,,,,,,,,SOL_65527
Creo AuxApps for DC - EFA,B&W Software,FRAME,unknown,15,1,User,unknown,y,,,,,,,,,,
